x,y,z,depth,time
13.833,-3.589,-2.284,0.9900000000000005,1431531491
14.774,-2.973,-0.673,0.9099999999999995,1431531493
14.473,-3.618,-0.577,0.9099999999999995,1431531494
14.718,-3.068,-1.063,0.8799999999999997,1431531495
13.959,-1.063,-1.882,1.0400000000000005,1431531496
14.333,-1.215,-1.891,1.0599999999999994,1431531497
14.312,-0.507,-2.264,1.0099999999999993,1431531498
13.95,-2.825,-1.723,1.0599999999999994,1431531499
13.471,-4.5,-0.293,1.0599999999999994,1431531500
13.518,-3.207,-0.53,1.1200000000000003,1431531501
14.234,-0.862,-1.162,1.0900000000000005,1431531502
13.799,2.645,-2.061,1.0400000000000005,1431531504
14.342,-1.013,-2.202,1.0400000000000005,1431531505
12.966,-4.413,-1.374,1.0599999999999994,1431531506
12.535,-1.544,-1.378,1.0599999999999994,1431531507
14.06,-3.08,-1.962,1.0599999999999994,1431531508
14.348,-0.905,-2.205,1.0099999999999993,1431531509
13.811,-4.159,-1.482,0.9900000000000005,1431531510
14.556,-2.507,-1.611,0.9900000000000005,1431531511
14.825,1.835,-1.499,1.0599999999999994,1431531512
14.021,-4.132,-1.307,1.1200000000000003,1431531513
12.669,-2.601,0.567,1.1700000000000004,1431531515
14.704,-0.133,-0.789,1.2400000000000007,1431531516
14.391,-3.123,-0.843,1.2200000000000002,1431531517
15.661,-3.465,-0.96,1.1200000000000003,1431531518
14.228,-2.583,-1.14,1.0099999999999993,1431531519
14.111,-2.394,-2.076,0.9599999999999994,1431531520
15.188,-3.477,-1.266,0.8299999999999997,1431531521
14.599,-3.383,-1.902,0.9299999999999997,1431531522
14.713,-2.662,-2.082,1.1400000000000006,1431531524
13.492,-2.205,-1.531,1.1200000000000003,1431531525
13.794,0.598,-1.72,1.1200000000000003,1431531526
14.592,-2.216,-1.453,1.1400000000000006,1431531527
13.276,-5.155,-1.912,1.1200000000000003,1431531528
14.02,-4.213,-0.333,1.0599999999999994,1431531529
13.822,-4.78,-1.645,1.0599999999999994,1431531530
13.939,-5.03,-2.036,1.0400000000000005,1431531531
14.649,-4.594,-1.867,0.9099999999999995,1431531532
14.552,-2.45,0.473,0.8299999999999997,1431531533
14.432,-2.051,-0.327,0.8599999999999994,1431531535
14.643,-1.943,-0.912,1.0400000000000005,1431531536
15.0,-2.805,-2.152,1.0099999999999993,1431531537
14.542,-1.029,-1.408,0.9900000000000005,1431531538
15.115,-1.2,-1.869,0.9599999999999994,1431531539
14.449,-1.284,-0.958,0.9900000000000005,1431531540
14.976,-0.854,-2.79,0.9900000000000005,1431531541
14.547,0.233,-2.694,1.0599999999999994,1431531542
14.443,0.075,-1.771,1.0599999999999994,1431531543
14.01,0.186,-2.039,1.0400000000000005,1431531544
14.762,1.031,-2.026,0.9099999999999995,1431531546
14.52,0.026,-1.025,0.8,1431531547
14.531,-0.927,-1.09,0.7299999999999998,1431531548
14.162,0.815,-2.529,0.9099999999999995,1431531549
14.647,-4.234,-0.831,1.0400000000000005,1431531550
14.29,-0.511,-2.405,1.0400000000000005,1431531551
14.213,-3.152,-1.715,1.0400000000000005,1431531552
14.151,1.096,-1.52,1.0099999999999993,1431531553
14.552,2.227,-1.395,0.9900000000000005,1431531554
14.779,2.206,-2.541,0.9900000000000005,1431531555
14.462,2.31,-2.393,0.9900000000000005,1431531557
14.544,2.462,-2.033,1.1400000000000006,1431531558
13.492,4.136,0.547,1.2400000000000007,1431531559
14.243,1.897,-0.481,1.1400000000000006,1431531560
7.875,-0.071,-8.287,1.1200000000000003,1431531561
13.61,-1.474,-1.418,1.0099999999999993,1431531562
14.048,-2.186,-1.369,0.8799999999999997,1431531563
13.904,-3.813,1.13,0.7299999999999998,1431531564
13.718,-3.821,-1.375,0.6,1431531565
13.656,-6.604,-1.548,0.4700000000000003,1431531567
14.431,-5.287,-0.26,0.3400000000000006,1431531568
14.394,-2.765,-1.989,0.2299999999999997,1431531569
15.006,-5.632,-0.692,0.2299999999999997,1431531570
14.35,-5.179,-1.691,0.44000000000000056,1431531571
14.882,-6.442,-2.232,0.6,1431531572
15.423,-2.078,-1.948,0.7,1431531573
14.818,-2.251,-1.95,0.7,1431531574
15.126,-1.788,-1.882,0.65,1431531575
14.524,-4.517,-2.315,0.5700000000000003,1431531576
15.725,-4.342,-2.041,0.49000000000000055,1431531577
15.711,-1.856,-2.63,0.3400000000000006,1431531582
15.011,-3.277,-2.194,0.55,1431531583
15.853,-1.704,-1.592,0.6700000000000003,1431531584
14.994,-0.18,-1.501,0.6700000000000003,1431531585
15.74,0.905,-2.122,0.6200000000000003,1431531587
16.13,1.185,-2.812,0.49000000000000055,1431531588
15.331,-5.686,-3.766,0.55,1431531589
14.691,-6.439,-1.947,0.5700000000000003,1431531590
16.079,-2.993,-1.962,0.55,1431531591
15.001,-4.235,-1.241,0.49000000000000055,1431531592
14.942,-7.078,-2.585,0.39000000000000057,1431531593
14.504,-4.819,-2.665,0.44000000000000056,1431531594
14.893,-5.22,-3.456,0.42000000000000026,1431531595
16.54,-1.86,-1.561,0.55,1431531600
15.242,-3.585,-2.431,0.4700000000000003,1431531602
16.206,-3.501,-2.297,0.6700000000000003,1431531603
15.929,-3.183,-1.625,0.5700000000000003,1431531604
16.04,-3.51,-1.251,0.7,1431531605
15.83,-3.869,-2.257,0.65,1431531606
15.874,-4.488,-0.993,0.65,1431531607
15.274,-5.22,-0.836,0.5200000000000002,1431531608
16.533,-5.314,-2.456,0.4700000000000003,1431531609
15.779,-1.324,-3.378,0.6,1431531610
15.842,-2.38,-1.567,0.6,1431531612
16.243,-1.345,-1.913,0.5200000000000002,1431531613
15.933,-3.15,-2.896,0.49000000000000055,1431531614
14.155,-6.978,-1.511,0.35999999999999943,1431531615
14.462,-6.412,-1.909,0.25999999999999945,1431531616
14.319,-7.312,-0.866,0.2299999999999997,1431531617
14.072,-7.093,-1.548,0.55,1431531618
15.047,-3.165,-1.124,0.6700000000000003,1431531619
14.967,-4.612,-0.938,0.6200000000000003,1431531620
14.91,-5.4,-1.158,0.5700000000000003,1431531622
15.882,-3.917,-1.905,0.55,1431531623
15.022,-6.701,-1.56,0.5700000000000003,1431531624
14.723,-7.461,-1.694,0.5700000000000003,1431531625
16.465,-6.633,-1.994,0.5200000000000002,1431531626
15.59,-6.72,-2.453,0.55,1431531627
15.628,-5.049,-2.081,0.5200000000000002,1431531628
15.8,-6.618,-1.602,0.49000000000000055,1431531629
14.742,-5.513,-2.612,0.44000000000000056,1431531638
14.779,-4.97,-1.597,0.4700000000000003,1431531639
14.898,-5.781,-0.495,0.7,1431531640
15.434,-2.728,-1.287,0.65,1431531641
15.797,-0.975,-1.915,0.7299999999999998,1431531642
15.912,-3.961,-1.884,0.6,1431531643
11.943,-0.765,-4.679,0.05,1431531665
5.234,-0.356,0.641,0.07999999999999971,1431531685
5.226,-1.108,-1.326,0.44000000000000056,1431531686
5.016,-0.787,-1.092,0.7,1431531687
4.872,-0.072,-0.838,0.9599999999999994,1431531688
5.446,-0.261,0.141,1.2700000000000002,1431531689
5.095,-0.395,-1.809,1.5,1431531691
5.877,0.051,-0.079,1.7400000000000007,1431531692
5.207,-0.974,-0.082,1.7400000000000007,1431531693
5.885,-1.559,0.007,1.7400000000000007,1431531694
5.068,-1.576,0.049,1.7099999999999995,1431531695
5.386,-1.036,-0.191,1.7099999999999995,1431531696
5.817,-0.525,-0.793,1.6299999999999997,1431531697
5.42,-1.218,0.266,1.5599999999999994,1431531698
5.559,-0.843,-0.446,1.6299999999999997,1431531699
5.871,-0.217,-0.428,1.7099999999999995,1431531700
5.761,-0.75,0.071,1.7400000000000007,1431531702
5.702,-1.07,-0.195,1.6599999999999995,1431531703
5.831,-0.002,-0.128,1.6099999999999994,1431531704
5.611,0.165,-0.176,1.5799999999999996,1431531705
5.489,0.077,-0.458,1.5299999999999998,1431531706
6.335,-0.083,-0.803,1.45,1431531707
5.734,-0.078,-0.266,1.4299999999999997,1431531708
5.852,-0.829,-0.644,1.45,1431531709
5.617,-1.066,0.152,1.5,1431531710
5.983,-1.211,0.062,1.4,1431531712
5.916,-0.512,-0.335,1.4,1431531713
6.171,-0.699,-0.031,1.4299999999999997,1431531714
5.678,-1.068,0.023,1.5799999999999996,1431531715
5.708,-0.645,-0.047,1.5599999999999994,1431531716
5.818,-0.051,-0.111,1.5799999999999996,1431531717
5.713,-0.22,-0.384,1.6599999999999995,1431531718
5.783,-0.535,-0.491,1.5799999999999996,1431531719
6.155,-0.251,-0.013,1.5799999999999996,1431531720
6.215,0.993,0.338,1.5599999999999994,1431531722
6.139,-1.033,-0.846,1.5599999999999994,1431531723
5.707,-1.297,-0.15,1.5,1431531724
6.245,-0.559,-0.193,1.6099999999999994,1431531725
5.94,-1.671,0.333,1.6900000000000006,1431531726
5.824,-2.575,0.155,1.5299999999999998,1431531731
6.228,-2.215,0.679,1.45,1431531732
5.565,-0.175,0.045,1.45,1431531733
5.697,-1.319,-0.226,1.4299999999999997,1431531734
5.857,0.36,-0.46,1.5,1431531735
6.664,-1.427,0.132,1.7099999999999995,1431531736
6.16,-1.932,0.985,1.7599999999999993,1431531737
5.847,-1.399,0.248,1.6599999999999995,1431531738
5.496,-0.785,0.399,1.6900000000000006,1431531740
5.63,-1.001,0.538,1.5799999999999996,1431531741
7.112,-1.33,-0.186,1.6099999999999994,1431531742
5.555,-0.994,-2.259,1.6099999999999994,1431531743
6.082,-0.772,-0.36,1.5599999999999994,1431531744
6.031,-0.864,-0.364,1.5299999999999998,1431531745
5.521,-1.363,-0.348,1.5,1431531746
6.259,-0.981,-0.126,1.5,1431531747
5.939,0.064,-0.544,1.4799999999999998,1431531748
6.064,0.721,-0.293,1.45,1431531750
5.52,-1.131,-0.689,1.4299999999999997,1431531751
6.297,-0.725,-0.332,1.4799999999999998,1431531752
6.076,-1.236,-0.661,1.6099999999999994,1431531753
6.664,-0.562,0.157,1.5299999999999998,1431531754
6.514,-1.54,1.079,1.5799999999999996,1431531755
5.891,-2.234,0.176,1.5799999999999996,1431531756
5.728,-1.202,-0.202,1.6099999999999994,1431531757
6.164,-1.094,0.418,1.6900000000000006,1431531758
5.617,-1.772,0.11,1.5799999999999996,1431531759
6.503,-0.202,-0.099,1.5599999999999994,1431531761
5.865,-1.481,0.208,1.6099999999999994,1431531762
5.71,-1.163,-0.263,1.6299999999999997,1431531763
5.96,-0.408,-0.194,1.6599999999999995,1431531764
5.886,-0.194,-0.062,1.7400000000000007,1431531765
6.403,-0.089,0.36,1.7099999999999995,1431531766
6.053,-0.795,0.661,1.6599999999999995,1431531767
5.894,-0.769,-0.416,1.6099999999999994,1431531768
6.543,-0.205,-0.476,1.6099999999999994,1431531769
6.165,-0.365,-0.646,1.5,1431531771
5.944,0.227,-0.752,1.4799999999999998,1431531772
6.589,0.652,-0.416,1.5,1431531773
5.759,-0.393,-0.648,1.45,1431531774
6.242,-1.293,0.01,1.4799999999999998,1431531775
6.191,-2.576,0.344,1.5299999999999998,1431531776
6.097,-0.36,-0.306,1.4799999999999998,1431531777
5.743,-0.452,-0.244,1.4299999999999997,1431531778
5.75,-1.653,-2.367,1.45,1431531779
5.963,-0.44,-2.851,1.6099999999999994,1431531781
5.317,0.175,-0.236,1.6900000000000006,1431531782
5.536,-0.536,0.195,1.6599999999999995,1431531783
6.119,-1.082,0.229,1.6099999999999994,1431531784
6.002,0.127,0.095,1.6099999999999994,1431531785
5.612,-0.109,-2.003,1.6900000000000006,1431531786
5.171,-0.403,0.193,1.6599999999999995,1431531787
5.814,-0.043,-0.487,1.6900000000000006,1431531788
6.172,0.13,-0.092,1.6299999999999997,1431531789
5.731,0.132,-0.23,1.6299999999999997,1431531790
5.722,-0.587,0.306,1.6599999999999995,1431531792
5.5,0.359,-0.081,1.6599999999999995,1431531793
5.578,-0.876,-0.726,1.45,1431531794
6.297,0.115,-0.115,1.3,1431531795
5.801,-0.608,-0.41,1.35,1431531796
5.78,-1.256,0.269,1.5599999999999994,1431531797
5.675,-2.547,0.599,1.7599999999999993,1431531798
5.712,-0.164,-0.499,1.6299999999999997,1431531799
6.061,0.516,0.873,1.6099999999999994,1431531800
5.811,-0.49,-0.631,1.6599999999999995,1431531802
4.908,-1.375,0.194,1.7400000000000007,1431531803
5.375,-0.646,-0.151,1.7599999999999993,1431531804
5.28,-0.55,0.049,1.5599999999999994,1431531805
5.701,0.907,-1.392,1.6900000000000006,1431531806
4.962,0.723,-0.687,1.7599999999999993,1431531807
4.843,0.648,0.127,1.7099999999999995,1431531808
5.04,-0.011,-0.331,1.6900000000000006,1431531809
5.297,0.788,-0.039,1.6599999999999995,1431531810
5.653,0.567,-0.409,1.6900000000000006,1431531811
5.589,-0.723,-0.418,1.2200000000000002,1431531816
5.739,-0.786,-0.804,1.0599999999999994,1431531817
5.357,-0.46,-0.587,0.9099999999999995,1431531819
6.046,-0.799,-1.086,0.8799999999999997,1431531820
5.186,0.004,-0.726,0.8,1431531821
6.092,0.554,-0.628,0.8,1431531822
5.52,0.643,-0.959,0.8799999999999997,1431531823
5.666,0.802,-1.009,1.0099999999999993,1431531824
5.693,-0.216,-0.408,1.2200000000000002,1431531825
5.613,-0.178,-0.699,1.1700000000000004,1431531826
6.103,0.491,-0.035,1.1200000000000003,1431531827
5.699,0.218,-0.823,1.1900000000000006,1431531829
6.391,-0.272,-0.012,1.1900000000000006,1431531830
5.322,-0.398,-0.778,1.1700000000000004,1431531831
5.899,-0.639,-0.743,1.1400000000000006,1431531832
6.102,1.4,-0.564,1.0599999999999994,1431531833
6.016,1.5,-0.71,1.0400000000000005,1431531834
5.631,0.866,-0.635,1.0400000000000005,1431531835
5.748,0.769,0.14,0.9900000000000005,1431531836
6.143,2.328,-0.823,0.9900000000000005,1431531837
6.315,0.183,-1.065,1.0099999999999993,1431531838
6.123,-0.363,-0.917,0.9900000000000005,1431531840
5.83,0.305,-0.284,1.1700000000000004,1431531841
5.696,0.087,-0.204,1.1700000000000004,1431531842
6.276,0.664,-1.327,1.1400000000000006,1431531843
5.687,0.628,-2.703,1.2400000000000007,1431531844
6.128,-0.083,-0.644,1.0599999999999994,1431531845
5.994,0.869,-1.633,0.8799999999999997,1431531846
5.443,1.557,-0.361,1.1900000000000006,1431531847
6.014,-0.836,-0.665,1.0900000000000005,1431531848
6.02,0.998,-1.337,1.0400000000000005,1431531850
5.787,1.594,-0.679,1.0900000000000005,1431531851
6.795,-0.496,-1.184,1.1900000000000006,1431531852
6.168,0.492,-1.464,1.1700000000000004,1431531853
6.389,0.316,-0.75,1.1900000000000006,1431531854
5.685,-1.85,-0.462,1.2700000000000002,1431531855
5.249,1.215,-3.946,1.0900000000000005,1431531856
5.656,1.362,-0.877,1.0599999999999994,1431531857
5.911,1.689,-1.432,0.9599999999999994,1431531858
5.749,1.77,-0.379,0.9299999999999997,1431531859
5.671,-0.421,-0.813,1.0900000000000005,1431531861
6.073,1.705,-0.863,1.0599999999999994,1431531862
5.725,2.486,-1.377,1.0900000000000005,1431531863
5.836,1.274,-1.375,1.0099999999999993,1431531864
6.727,0.319,-1.397,0.9299999999999997,1431531865
6.236,-1.438,0.249,0.8299999999999997,1431531866
6.149,0.373,-0.9,1.1200000000000003,1431531871
5.812,-0.559,-1.897,1.1700000000000004,1431531872
5.62,1.864,0.063,1.1700000000000004,1431531873
6.79,0.902,-1.552,1.1400000000000006,1431531874
5.506,-0.43,-2.763,1.0599999999999994,1431531876
6.512,-0.228,-1.9,1.1200000000000003,1431531877
6.168,0.391,-2.466,1.1700000000000004,1431531878
6.652,0.892,-0.205,1.2400000000000007,1431531879
5.883,0.728,-0.65,1.3,1431531880
6.591,-1.14,-0.893,1.1900000000000006,1431531881
6.473,0.253,-0.966,1.1700000000000004,1431531882
6.712,1.296,-0.954,1.1900000000000006,1431531883
6.185,-0.166,-0.57,1.0400000000000005,1431531884
6.112,0.837,-0.887,0.8599999999999994,1431531885
6.075,-0.025,0.628,1.0400000000000005,1431531891
6.767,0.411,-0.8,0.9599999999999994,1431531892
6.581,2.055,-1.611,0.9099999999999995,1431531893
6.151,1.637,-1.188,1.0400000000000005,1431531894
5.983,2.583,-1.062,1.1700000000000004,1431531895
5.736,3.04,-1.44,1.1200000000000003,1431531896
6.18,1.669,-0.886,1.0400000000000005,1431531898
5.139,3.409,-1.202,0.9900000000000005,1431531899
5.265,3.246,-0.332,0.9099999999999995,1431531900
5.376,3.327,-1.355,0.7799999999999997,1431531901
4.811,4.652,-1.631,0.8599999999999994,1431531902
5.899,2.485,-2.234,0.9599999999999994,1431531903
5.668,3.106,-0.433,1.2200000000000002,1431531904
5.956,1.766,-0.382,1.2200000000000002,1431531905
5.028,2.845,0.554,1.0900000000000005,1431531906
4.973,4.162,-1.703,1.0599999999999994,1431531907
5.285,2.512,-1.384,0.8599999999999994,1431531909
5.549,3.11,-0.713,0.7299999999999998,1431531910
6.345,2.331,-0.416,0.65,1431531911
6.425,0.419,-0.941,0.4700000000000003,1431531912
6.577,1.559,-1.16,0.49000000000000055,1431531917
6.747,3.031,-1.333,0.3400000000000006,1431531918
6.362,3.315,-1.277,0.44000000000000056,1431531919
6.526,2.352,-1.995,0.6700000000000003,1431531920
8.003,2.213,-0.525,0.6200000000000003,1431531921
6.405,2.418,-1.176,0.5700000000000003,1431531922
6.853,2.751,-1.982,0.4700000000000003,1431531923
6.739,0.624,-1.632,0.42000000000000026,1431531924
7.243,2.048,-1.801,0.5700000000000003,1431531925
8.142,2.322,-2.11,0.7,1431531927
7.047,1.199,-1.206,0.5700000000000003,1431531928
7.369,-0.413,-0.646,0.4700000000000003,1431531929
6.449,1.215,-1.436,0.35999999999999943,1431531930
7.057,0.675,-2.494,0.25999999999999945,1431531931
7.015,0.869,-1.365,0.35999999999999943,1431531932
7.294,-0.498,-1.331,0.49000000000000055,1431531933
